GeneSymbol	counts
MACC1	1363
MACC1-AS1	0
LOC101927769	0
ITGB8-AS1	0
ITGB8	15
ABCB5	2
SP8	4
RPL23P8	29
LINC01162	0
SP4	93
MIR1183	0
DNAH11	33
CDCA7L	0
RAPGEF5	13
STEAP1B	0
STEAP1B-AS1	3
LOC401312	0
IL6	17
TOMM7	158
SNORD93	0
HYCC1	19
KLHL7-DT	0
KLHL7	193
NUP42	25
GPNMB	108
MALSU1	440
IGF2BP3	0
RPS2P32	2
TRA2A	497
CLK2P1	1544
CCDC126	0
FAM221A	134
STK31	0
NPY	0
PALS2	6
GSDME	10
OSBPL3	8
CYCS	18
SPMIP4	73
NPVF	0
LINC03007	0
MIR148A	0
NFE2L3	1
HNRNPA2B1	482
CBX3	8
SNX10	0
SNX10-AS1	0
NA	0
LINC02981	6
KIAA0087	0
LINC03095	0
LINC02860	0
SKAP2	174
HOXA1	1
HOTAIRM1	72
HOXA2	30
HOXA3	8
NA	0
HOXA-AS2	0
HOXA4	3
HOXA-AS3	0
HOXA5	28
HOXA6	1
HOXA7	0
HOXA10-HOXA9	0
HOXA9	0
HOXA10-AS	0
MIR196B	0
HOXA10	25
HOXA11	0
HOXA11-AS	0
HOXA13	0
HOTTIP	0
EVX1-AS	0
EVX1	2
HIBADH	280
TSL	0
TAX1BP1	2
JAZF1	2
JAZF1-AS1	0
CREB5	1
TRIL	73
CPVL-AS2	0
CPVL	41
NA	0
CHN2	42
CHN2-AS1	0
PRR15	5
LOC646762	55
MIR550A3	0
ZNRF2P2	0
DPY19L2P3	0
NA	0
WIPF3	0
SCRN1	2
FKBP14	8
PLEKHA8	7
MTURN	29
ZNRF2	7
MIR550A1	0
MIR550B1	0
DKFZP586I1420	338
LINC01176	0
NOD1	15
NA	0
GGCT	320
GARS1-DT	0
GARS1	26
CRHR2	0
INMT-MINDY4	0
INMT	3
MINDY4	0
AQP1	17234
GHRHR	0
ADCYAP1R1	0
NEUROD6	0
ITPRID1	0
PDE1C	0
PPP1R17	0
LOC100130673	8
LSM5	1
AVL9	793
DPY19L1P1	10
ZNRF2P1	288
MIR550A2	0
MIR550B2	0
LINC00997	558
DPY19L1P2	1
KBTBD2	10
RP9P	0
FKBP9	1926
NT5C3A	0
RP9	138
BBS9	17
FLJ20712	0
BMPER	1
NPSR1-AS1	1
NPSR1	0
DPY19L1	781
MIR548N	0
DPY19L2P1	0
TBX20	5
LOC401324	0
HERPUD2	14
HERPUD2-AS1	0
LINC03013	0
SEPTIN7-DT	0
SEPTIN7	22
LOC101928618	0
EEPD1	2
MATCAP2	0
ANLN	132
AOAH	26
AOAH-IT1	0
ELMO1	7
MIR1200	0
ELMO1-AS1	0
GPR141	105
NME8	0
SFRP4	3047
EPDR1	4
STARD3NL	180
TRGC2	3
TRGJ2	0
TRGJP2	0
TARP	0
TRGC1	0
TRGJ1	0
TRGJP	0
TRGJP1	0
TRGV9	0
TRGV8	0
TRG-AS1	2
TRGV5	0
TRGV4	0
TRGV3	0
TRGV2	0
AMPH	0
CFAP144P1	3
VPS41	19
POU6F2	0
POU6F2-AS2	0
POU6F2-AS1	0
YAE1	24
RALA	7
LINC00265	21
NA	0
CDK13	64
MPLKIP	34
SUGCT	0
LINC01450	0
LINC01449	0
INHBA	14
INHBA-AS1	0
GLI3	29
LINC01448	1
C7orf25	7
PSMA2	6
MRPL32	1463
HECW1	5
MIR3943	0
LUARIS	0
STK17A	58
COA1	24
BLVRA	17
URGCP-MRPS24	0
MRPS24	0
URGCP	434
UBE2D4	11
POLR2J4	397
SPDYE1	1
RASA4CP	6
LINC00957	3
DBNL	2162
MIR6837	0
PGAM2	16
POLM	12
MIR6838	0
AEBP1	30
MIR4649	0
POLD2	30
MYL7	0
GCK	0
YKT6	10
CAMK2B	0
NUDCD3	8
NPC1L1	0
DDX56	19
TMED4	463
OGDH	820
ZMIZ2	2461
PPIA	261
H2AZ2	131
NA	0
PURB	148
MIR4657	0
MYO1G	8
NA	0
SNHG15	124
SNORA9	0
CCM2	4
NACAD	9
TBRG4	281
SNORA5A	67086
SNORA5C	2005
SNORA5B	66
RAMP3	229
ADCY1	2
SEPTIN7P2	7
IGFBP1	0
IGFBP3	26
LOC730338	0
TNS3	33
LINC01447	0
LINC02902	1
LINC00525	0
PKD1L1	0
PKD1L1-AS1	0
HUS1	6
SUN3	0
C7orf57	0
UPP1	11
ABCA13	2
NA	0
CDC14C	0
VWC2	0
ZPBP	0
SPMIP7	0
IKZF1	94
FIGNL1	1
DDC	2
DDC-AS1	0
GRB10	46
COBL	0
LOC101928675	0
POM121L12	0
LINC01446	0
NA	0
LINC01445	0
VSTM2A	0
VSTM2A-OT1	0
SEC61G	14
SEC61G-DT	0
EGFR	58
EGFR-AS1	1
ELDR	0
LANCL2	1113
VOPP1	29
FKBP9P1	2
LOC101060341	1
SEPTIN14	1
ZNF713	121
MRPS17	5
NIPSNAP2	391
PSPH	4
CCT6A	22
SNORA15	0
SUMF2	10
PHKG1	0
CHCHD2	4347
NUPR2	0
LOC650226	11
LOC100240728	0
DKFZp434L192	0
LOC101928401	0
LOC401357	0
NA	0
NA	0
LOC100130849	0
NA	2
MIR4283-1	0
ZNF479	2
GUSBP10	0
LOC105375297	0
MIR3147HG	0
MIR3147	0
ZNF716	0
LOC105375302	4
NA	0
ZNF733P	1
LOC100287704	0
LOC100287834	0
MIR4283-2	0
NA	0
NA	0
NA	0
LOC102724777	0
NA	0
LINC01005	1
ZNF727	8
ZNF735	0
ZNF679	0
ZNF736	5
YWHAEP1	2086
ZNF680	281
LOC100128885	0
LOC641746	3
ZNF107	107
MIR6839	0
ZNF138	425
ZNF273	78
LOC441239	0
ZNF117	555
ERV3-1	1205
CCT6P3	363
ZNF92	140
LOC101929322	0
LINC03006	0
INTS4P2	0
CCT6P1	44
SNORA22	0
VKORC1L1	1071
GUSB	184
ASL	5
CRCP	1458
TPST1	197
LINC00174	8
LINC03011	0
RABGEF1P1	34
KCTD7	3
LOC100996437	0
RABGEF1	559
GTF2IRD1P1	0
LINC02604	0
TMEM248	15
SBDS	1035
TYW1	232
MIR4650-1	0
PMS2P4	14
STAG3L4	0
LINC01372	0
LOC102723427	0
CT66	0
AUTS2	12
GALNT17	5
MIR3914-1	0
MIR3914-2	0
CALN1	0
TYW1B	11
MIR4650-2	0
SBDSP1	36
SPDYE7P	0
POM121	132
NSUN5P2	3
TRIM74	0
FKBP6P1	1
STAG3L3	3
PMS2P7	3
SPDYE8	0
SPDYE11	0
GTF2IP4	40
NCF1B	280
NSUN5	55
TRIM50	0
FKBP6	0
FZD9	6
BAZ1B	3
BCL7B	6
TBL2	20
MLXIPL	6
VPS37D	0
DNAJC30	491
BUD23	41
STX1A	6
MIR4284	0
ABHD11-AS1	0
ABHD11	405
CLDN3	234
CLDN4	6421
METTL27	0
TMEM270	0
ELN	17805
LIMK1	1003
EIF4H	58
MIR590	0
LAT2	5
RFC2	10
CLIP2	7
GTF2IRD1	170
GTF2I	36
GTF2I-AS1	0
NCF1	296
GTF2IRD2	229
STAG3L2	7
PMS2P5	3
CASTOR2	17
RCC1L	8
GTF2IRD2B	234
NCF1C	178
GTF2IP1	75
PMS2P2	3
STAG3L1	7
FKBP6P2	0
TRIM73	0
NSUN5P1	119
POM121C	77
SPDYE5	1
PMS2P3	74
HIP1	35
CCL26	0
CCL24	1
RHBDD2	895
POR	26
MIR4651	0
SNORA14A	2534
TMEM120A	11
STYXL1	14
MDH2	54
NA	0
SRRM3	0
HSPB1	281
YWHAG	28
SSC4D	0
ZP3	109
DTX2	967
FDPSP2	210
UPK3B	77
NA	0
SPDYE16	1
LINC03009	3
POMZP3	46
DTX2P1-UPK3BP1-PMS2P11	193
SPDYE17	0
PMS2P9	2
SPDYE18	1
CCDC146	162
FGL2	55
GSAP	9
LOC101927243	0
PTPN12	57
APTR	5
RSBN1L	515
TMEM60	7
PHTF2	2
MAGI2	74
RPL13AP17	2
MAGI2-AS2	0
MAGI2-AS3	0
GNAI1	294
LOC101927269	0
GNAT3	0
CD36	12
SEMA3C	146
LOC105369146	0
LOC100128317	0
HGF	99
CACNA2D1	3
CACNA2D1-AS1	0
PCLO	8
SEMA3E	3
SEMA3A	36
LINC03017	0
SEMA3D	0
GRM3	0
ELAPOR2	269
NA	0
DMTF1-AS1	0
DMTF1	4
TMEM243	146
TP53TG1	1
CROT	2
ABCB4	0
ABCB1	0
RUNDC3B	0
SLC25A40	106
DBF4	6
ADAM22	17
SRI	31
SRI-AS1	0
STEAP4	2999
ZNF804B	0
TEX47	0
STEAP2-AS1	0
DPY19L2P4	7
STEAP1	302
STEAP2	31
CFAP69	277
LOC101927446	2
GTPBP10	164
LOC101409256	0
CLDN12	734
PTTG1IP2	0
CDK14	216
FZD1	124
MTERF1	51
AKAP9	6
CYP51A1	6
CYP51A1-AS1	0
LRRD1	0
KRIT1	1
MIR1285-1	0
ANKIB1	28
TMBIM7P	0
GATAD1	13
ERVW-1	0
PEX1	0
RBM48	98
NA	0
FAM133B	4
CDK6	205
RNU6-10P	0
CDK6-AS1	0
SAMD9	11
SAMD9L	1
HEPACAM2	3
VPS50	0
CALCR	1
MIR653	0
MIR489	0
MIR4652	0
TFPI2	2532
GNGT1	0
GNG11	3
BET1	80
COL1A2	15342
CASD1	10
SGCE	54
PEG10	74
PPP1R9A	144
PON1	0
PON3	304
PON2	117
ASB4	0
PDK4	47
DYNC1I1	0
SLC25A13	12
MIR591	0
NA	1
NA	0
SEM1	32
DLX6-AS1	1
DLX6	0
DLX5	14
SDHAF3	65
TAC1	1
ASNS	167
MIR5692A1	0
MIR5692C2	0
CCZ1P-OR7E38P	4
OCM2	0
LMTK2	225
BHLHA15	87
TECPR1	84
BRI3	148
BAIAP2L1	27
NPTX2	26
TMEM130	10
TRRAP	1824
MIR3609	0
LOC101927550	0
SMURF1	126
KPNA7	0
MYH16	0
ARPC1A	13
ARPC1B	30
PDAP1	8
BUD31	10
PTCD1	0
ATP5MF-PTCD1	0
CPSF4	303
ATP5MF	3
TRW-CCA5-1	0
ZNF789	956
ZNF394	269
ZKSCAN5	58
FAM200A	86
ZNF655	4
TMEM225B	1
ZSCAN25	75
CYP3A5	2
CYP3A7-CYP3A51P	0
CYP3A7	0
CYP3A4	1
CYP3A43	0
OR2AE1	3
TRIM4	4
GJC3	0
AZGP1	190
AZGP1P1	0
ZKSCAN1	194
ZSCAN21	1
ZNF3	2
COPS6	110
MCM7	9
MIR25	0
MIR93	0
MIR106B	0
AP4M1	2
TAF6	0
CNPY4	171
MBLAC1	0
LAMTOR4	17
TRAPPC14	3
MIR4658	0
GAL3ST4	208
GPC2	1
STAG3	1
CASTOR3P	3
PVRIG	9
SPDYE3	1
PMS2P1	8
STAG3L5P-PVRIG2P-PILRB	0
STAG3L5P	0
PVRIG2P	0
MIR6840	0
PILRB	0
PILRA	17
ZCWPW1	43
MEPCE	311
PPP1R35	37
SPACDR	1
TSC22D4	9
NYAP1	0
AGFG2	8
SAP25	7
LRCH4	32
NA	0
FBXO24	0
PCOLCE-AS1	0
PCOLCE	1578
MOSPD3	32
TFR2	28
ACTL6B	0
GNB2	2387
GIGYF1	71
POP7	19
EPO	0
ZAN	0
EPHB4	16
SLC12A9	16
TRIP6	1930
MIR6875	0
SRRT	63
UFSP1	83
ACHE	0
MUC3A	0
MUC12	0
MUC12-AS1	14
MUC17	0
TRIM56	11
SERPINE1	44
AP1S1	258
MIR4653	0
VGF	0
NAT16	0
MOGAT3	0
PLOD3	4
ZNHIT1	410
CLDN15	107
FIS1	896
LNCPRESS1	0
EMSLR	0
IFT22	5
COL26A1	4
LINC01007	0
MYL10	1
CUX1	10
SH2B2	168
MIR4285	0
SPDYE6	2
LOC100630923	0
LOC100289561	15
PRKRIP1	11
MIR548O	0
LOC105375433	0
ORAI2	42
ALKBH4	48
LRWD1	25
MIR5090	0
MIR4467	0
POLR2J	602
RASA4B	279
POLR2J3	212
SPDYE2	2
NA	0
RASA4	301
POLR2J2	180
UPK3BL1	0
SPDYE2B	2
FAM185A	9
FBXL13	19
LRRC17	26
NFE4	0
ARMC10	2
NAPEPLD	3
RPL19P12	73
DPY19L2P2	2
PMPCB	12
DNAJC2	5
PSMC2	5
SLC26A5	4
SLC26A5-AS1	0
RELN	0
ORC5	0
LHFPL3	1
LHFPL3-AS1	1
NA	0
LHFPL3-AS2	243
LINC01004	557
KMT2E-AS1	275
KMT2E	42
SRPK2	198
PUS7	0
RINT1	0
EFCAB10	2
ATXN7L1	0
CDHR3	1
SYPL1	10
NAMPT	15
CCDC71L	133
PIK3CG	25
PRKAR2B	1
HBP1	230
COG5	66
GPR22	2
DUS4L	17
BCAP29	9
SLC26A4-AS1	0
SLC26A4	3
CBLL1	3
SLC26A3	0
DLD	17
LAMB1	6
LAMB4	0
NRCAM	0
PNPLA8	90
THAP5	2
DNAJB9	204
LINC02903	0
EIF3IP1	0
IMMP2L	10
LRRN3	2
DOCK4	278
DOCK4-AS1	0
ZNF277	1
IFRD1	0
LSMEM1	0
LINC03076	0
LOC101928012	0
TMEM168	1
BMT2	0
HRAT17	0
GPR85	39
SMIM30	12
PPP1R3A	0
FOXP2	0
MIR3666	0
MDFIC	14
LINC01393	0
LINC01392	0
LOC100506489	0
TFEC	7
TES	14
LOC102724434	0
CAV2	61
CAV1	34
COMETT	0
MET	1135
CAPZA2	25
ST7-AS1	0
ST7	0
ST7-OT4	1
MIR6132	0
ST7-AS2	0
ST7-OT3	0
WNT2	284
ASZ1	0
CFTR	3
CTTNBP2	2
LSM8	6
ANKRD7	2
KCND2	8
TSPAN12	51
ING3	127
CPED1	2
WNT16	1
FAM3C	2
PTPRZ1	1
AASS	13
FEZF1	20
FEZF1-AS1	43
CADPS2	17
RNF133	71
RNF148	43
TAS2R16	0
SLC13A1	0
IQUB	5
NDUFA5	8
ASB15	0
ASB15-AS1	0
LMOD2	0
WASL	5
HYAL6P	0
HYAL4	0
SPAM1	0
TMEM229A	5
LOC101928211	0
GPR37	3
LINC03043	0
POT1	0
POT1-AS1	0
LOC101928283	0
LOC101928254	0
GRM8	0
MIR592	0
GRM8-AS1	0
ZNF800	5
LINC03012	0
GCC1	395
ARF5	622
FSCN3	0
PAX4	0
SND1	11
SND1-IT1	0
LRRC4	78
MIR593	0
MIR129-1	0
LEP	1
NA	1
RBM28	3
PRRT4	30
IMPDH1	21
HILPDA	0
METTL2B	148
LINC01000	33
GARIN1A	0
GARIN1B	0
CALU	2654
OPN1SW	0
TRP-AGG2-3	0
CCDC136	0
FLNC	22
ATP6V1F	1
SPMIP1	2
KCP	1
IRF5	514
TNPO3	10
TPI1P2	5
LOC407835	344
TSPAN33	0
SMO	135
AHCYL2	160
STRIP2	1
SMKR1	1
NA	0
NRF1	633
MIR182	0
MIR96	0
MIR183	0
UBE2H	2673
ZC3HC1	8
KLHDC10	266
TMEM209	702
SSMEM1	0
CPA2	0
CPA4	0
CPA5	0
NA	0
CPA1	0
CEP41	2
MEST	7
MESTIT1	2
MIR335	0
COPG2	81
COPG2IT1	0
TSGA13	0
KLF14	1
MIR29A	0
MIR29B1	0
LINC-PINT	168
LINC00513	0
MKLN1	8
MKLN1-AS	2
PODXL	45
LOC101928782	0
PLXNA4	219
FLJ40288	0
LOC100506937	0
CHCHD3	13
MIR3654	0
EXOC4	71
MIR6133	0
LOC101928861	0
LRGUK	56
SLC35B4	111
AKR1B1	127
AKR1B10	0
AKR1B15	0
BPGM	443
CALD1	37
AGBL3	8
TMEM140	3
CYREN	45
WDR91	1052
MIR6509	0
STRA8	0
CNOT4	14
NUP205	8
STMP1	3
SLC13A4	0
FAM180A	1
MTPN	0
LUZP6	0
CHRM2	0
LOC349160	43
MIR490	6
PTN	49
DGKI	5
CREB3L2	534
CREB3L2-AS1	0
AKR1D1	0
MIR4468	0
TRIM24	17
SVOPL	12
ATP6V0A4	13
TMEM213	1
KIAA1549	2
ZC3HAV1L	1
ZC3HAV1	8
IFT56	2
UBN2	143
LUC7L2	1
FMC1	0
TRR-CCT4-1	0
FMC1-LUC7L2	0
LOC100129148	0
KLRG2	2
CLEC2L	0
HIPK2	836
NA	0
TBXAS1	6
PARP12	126
KDM7A	9
KDM7A-DT	21
SLC37A3	219
RAB19	3
MKRN1	20
DENND2A	15
ADCK2	5
NDUFB2-AS1	0
NDUFB2	27
BRAF	4
MRPS33	47
TMEM178B	0
AGK	0
DENND11	18
WEE2-AS1	0
WEE2	0
SSBP1	19
TAS2R3	12
TAS2R4	50
TAS2R5	64
PRSS37	0
OR9A4	1
CLEC5A	4
TAS2R38	0
MGAM	14
MGAM2	0
MOXD2P	0
PRSS58	0
PRSS59P	0
TRBV2	0
TRBV3-1	0
TRBV4-1	0
TRBV5-1	0
TRBV6-1	0
TRBV4-2	0
TRBV6-2	0
TRBV7-2	0
TRBV6-4	0
TRBV7-3	0
TRBV9	0
TRBV10-1	0
TRBV11-1	0
TRBV10-2	0
TRBV11-2	0
TRBV6-5	0
TRBV7-4	0
TRBV5-4	0
TRBV6-6	0
TRBV5-5	0
TRBV7-6	0
TRBV5-6	0
TRBV6-8	0
TRBV7-7	0
TRBV5-7	0
TRBV7-9	0
TRBV13	0
TRBV10-3	0
TRBV11-3	0
TRBV12-3	0
TRBV12-4	0
TRBV12-5	0
TRBV14	0
TRBV15	0
TRBV17	0
TRBV18	0
TRBV19	0
TRBV20-1	0
TRBV24-1	0
MTRNR2L6	0
TRBV25-1	0
TRBV27	0
TRBV28	0
PRSS1	0
TRBV29-1	0
PRSS2	0
TRBD1	0
TRBJ1-1	0
TRBJ1-2	0
TRBJ1-3	0
TRBJ1-4	0
TRBJ1-5	0
TRBJ1-6	0
TRBC1	0
TRBD2	0
TRBJ2-1	0
TRBJ2-2	0
TRBJ2-3	0
TRBJ2-4	0
TRBJ2-5	0
TRBJ2-6	0
TRBJ2-7	0
TRBC2	0
TRBV30	0
EPHB6	0
TRPV6	1
TRPV5	2
LLCFC1	0
KEL	43
OR9A2	11
OR6V1	6
OR6W1P	5
PIP	0
TAS2R39	10
TAS2R40	1
GSTK1	45
TMEM139	0
CASP2	70
CLCN1	0
FAM131B	32
ZYX	197
FAM131B-AS2	0
MIR6892	0
EPHA1	9
EPHA1-AS1	9
TAS2R60	55
TAS2R41	23
CTAGE15	358
NA	3
TCAF2	32
CTAGE6	105
TCAF2P1	0
LOC154761	0
TCAF1	9
OR2F1	16
OR2F2	4
OR6B1	0
OR2A5	2
OR2A25	0
OR2A12	2
OR2A2	10
OR2A14	30
CTAGE4	379
ARHGEF35	220
ARHGEF35-AS1	2
OR2A42	133
OR2A1-AS1	0
OR2A20P	907
OR2A7	0
ARHGEF34P	1097
CTAGE8	132
OR2A9P	38
OR2A1	208
ARHGEF5	2578
NOBOX	0
TPK1	1
CNTNAP2	0
CNTNAP2-AS1	0
MIR548F4	0
C7orf33	0
CUL1	5
EZH2	3
RNY5	1
RNY4	0
RNY3	3
RNY1	0
GHET1	0
PDIA4	10
ZNF786	29
ZNF425	3
ZNF398	284
ZNF282	75
ZNF212	3
ZNF783	381
LOC155060	31
TRC-GCA1-1	0
TRC-GCA9-2	0
TRC-GCA13-1	0
TRC-GCA18-1	0
TRC-GCA10-1	0
LOC101928733	1
TRC-GCA11-1	0
ZNF777	134
ZNF746	9
TRC-GCA16-1	0
ZNF767P	22
TRC-GCA15-1	0
TRC-GCA3-1	0
TRC-GCA20-1	0
TRS-AGA5-1	0
TRC-GCA19-1	0
TRC-GCA9-3	0
TRC-GCA12-1	0
TRC-GCA17-1	0
TRC-GCA9-4	0
KRBA1	5
ZNF467	39
SSPOP	45
ZNF862	220
ATP6V0E2-AS1	0
ATP6V0E2	98
ACTR3C	2
LRRC61	0
ZBED10P	58
RARRES2	79
REPIN1	3
ZNF775	15
LOC728743	20
LINC00996	4
GIMAP8	218
GIMAP7	5
GIMAP4	1
GIMAP6	13
GIMAP2	83
GIMAP1	0
GIMAP1-GIMAP5	0
GIMAP5	0
TMEM176B	561
TMEM176A	3
AOC1	4
KCNH2	2
NOS3	1
ATG9B	14
ABCB8	9
ASIC3	25
CDK5	4
SLC4A2	47
FASTK	93
TMUB1	791
AGAP3	19
GBX1	0
ASB10	1
IQCA1L	0
ABCF2	0
CHPF2	9
MIR671	0
SMARCD3	275
NUB1	11
WDR86	31
WDR86-AS1	33
CRYGN	3
MIR3907	10
RHEB	23
PRKAG2	505
PRKAG2-AS1	46
GALNTL5	0
GALNT11	371
KMT2C	412
FABP5P3	1
LINC01003	66
XRCC2	19
ACTR3B	4
NA	0
LINC01287	0
DPP6	0
LOC101929998	0
PAXIP1-AS2	12
PAXIP1	7
PAXIP1-DT	162
HTR5A-AS1	0
HTR5A	0
INSIG1	214
BLACE	0
EN2	14
CNPY1	0
RBM33-DT	0
RBM33	740
SHH	0
LOC389602	0
LOC285889	0
RNF32-DT	0
LINC00244	77
NA	286
RNF32	2
LMBR1	160
NOM1	83
MNX1	14
MNX1-AS1	1
UBE3C	6
DNAJB6	18
NA	0
LOC101927914	0
PTPRN2	0
MIR153-2	0
PTPRN2-AS1	4
NA	0
MIR595	0
MIR5707	0
NCAPG2	4
ESYT2	5568
DYNC2I1	5
LINC00689	1
VIPR2	1
OR4F21	131
RPL23AP53	6
ZNF596	7
NA	0
FAM87A	0
FBXO25	152
TDRP	194
ERICH1	78
NA	0
NA	0
LOC401442	0
LOC105377777	0
DLGAP2	0
LOC286083	0
DLGAP2-AS1	0
CLN8	1
MIR3674	0
MIR596	0
ARHGEF10	11
KBTBD11	0
KBTBD11-OT1	0
KBTBD11-AS1	0
MYOM2	18
MIR7160	0
LINC03021	0
CSMD1	0
NA	0
LOC105377789	0
MCPH1-DT	2
MCPH1	8
ANGPT2	6
MCPH1-AS1	0
MIR8055	0
AGPAT5	0
MIR4659A	0
MIR4659B	0
XKR5	1
GS1-24F4.2	0
DEFB1	0
DEFA6	0
DEFA4	0
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFA1	0
DEFT1P	0
DEFA1B	1
DEFT1P2	0
DEFA3	0
DEFA11P	0
DEFA5	0
LINC00965	31
FAM66B	49
DEFB109B	0
USP17L1	19
USP17L4	32
ZNF705G	0
DEFB4B	0
DEFB103B	0
SPAG11B	0
DEFB104B	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
PRR23D1	0
FAM90A7	0
LOC101929400	0
FAM90A10	0
PRR23D2	0
DEFB107A	0
DEFB105A	0
DEFB106A	0
DEFB104A	0
SPAG11A	0
DEFB103A	0
DEFB4A	0
ZNF705B	0
FAM66E	15
USP17L8	17
USP17L3	25
MIR548I3	5
FAM86B3P	5
PRAG1	4
CLDN23	531
MFHAS1	9
ERI1	7
MIR4660	0
PPP1R3B	31
LOC101929128	0
LOC157273	0
TNKS	51
MIR597	0
MIR124-1HG	0
MIR124-1	0
MSRA	9
LINC03022	0
PRSS55	0
RP1L1	0
MIR4286	0
NA	0
C8orf74	0
SOX7	23
PINX1	0
MIR1322	0
PINX1-DT	0
XKR6	7
MIR598	0
NA	0
MTMR9	7
SLC35G5	30
TDH	0
FAM167A-AS1	0
FAM167A	1
BLK	112
LINC00208	0
GATA4	0
NA	0
LINC02905	0
NEIL2	6
FDFT1	59
CTSB	2590
DEFB136	0
DEFB135	0
DEFB134	0
DEFB130B	0
ZNF705D	0
FAM66D	15
LOC392196	19
USP17L7	55
USP17L2	68
FAM90A2P	0
FAM86B1	23
DEFB130A	0
FAM66A	14
LOC649352	1
DEFB109A	0
FAM90A25P	0
FAM86B2	17
FAM86B2-DT	4
LOC729732	4
MIR5692A2	0
LONRF1	8
MIR3926-1	0
MIR3926-2	0
LINC03019	0
LINC00681	0
TRMT9B	2
NA	0
DLC1	772
C8orf48	2
SGCZ	0
MIR383	0
TUSC3	8
MSR1	228
FGF20	1
MICU3	5
ZDHHC2	5
CNOT7	8
VPS37A	3
MTMR7	0
SLC7A2	97
PDGFRL	269
MTUS1	2
MIR548V	0
FGL1	0
PCM1	587
ASAH1	52
ASAH1-AS1	0
NAT1	13
NAT2	0
PSD3	525
LOC100128993	0
SH2D4A	1085
CSGALNACT1	3
INTS10	1
LPL	11
SLC18A1	0
ATP6V1B2	1
LZTS1	2
LZTS1-AS1	0
NA	0
LINC03023	0
LINC02153	0
NA	0
LINC03093	0
GFRA2	32
DOK2	92
XPO7	8
NPM2	0
FGF17	0
DMTN	150
FHIP2B	277
NUDT18	16
HR	2
REEP4	106
LGI3	83
SFTPC	823
BMP1	269
PHYHIP	0
MIR320A	0
POLR3D	12
PIWIL2	1
SLC39A14	1
PPP3CC	156
SORBS3	545
PDLIM2	12
C8orf58	92
CCAR2	6
BIN3	222
BIN3-IT1	91
EGR3	512
PEBP4	11
LOC101929237	0
RHOBTB2	996
TNFRSF10B	215
TNFRSF10B-AS1	0
LOC254896	0
TNFRSF10C	32
TNFRSF10D	127
TNFRSF10A	39
TNFRSF10A-DT	1
CHMP7	27
R3HCC1	2
LOXL2	408
LOXL2-AS1	6
ENTPD4	15
SLC25A37	986
NKX3-1	0
NKX2-6	0
STC1	291
ADAM28	2
ADAM7-AS1	0
ADAMDEC1	19
ADAM7	0
ADAM7-AS2	0
NEFM	0
NEFL	1
MIR6841	0
DOCK5	9
MIR6876	0
GNRH1	0
KCTD9	7
CDCA2	0
EBF2	0
NA	0
PPP2R2A	631
BNIP3L	1983
PNMA2	237
DPYSL2	4
ADRA1A	51
MIR548H4	0
STMN4	0
TRIM35	5
PTK2B	1380
MIR6842	0
CHRNA2	4
EPHX2	221
CLU	37
MIR6843	0
SCARA3	6
MIR3622B	0
MIR3622A	0
CCDC25	0
ESCO2	1
PBK	6
SCARA5	389
MIR4287	0
NUGGC	76
ELP3	4
PNOC	0
ZNF395	25
FBXO16	93
FZD3	75
MIR4288	0
EXTL3-AS1	0
EXTL3	7
INTS9	14
HMBOX1	3
KIF13B	1351
DUSP4	93
LINC00589	0
LINC02099	0
LOC101929470	0
LINC02209	0
MIR3148	0
SARAF	4503
LEPROTL1	59
MBOAT4	0
DCTN6	14
RBPMS-AS1	0
RBPMS	2408
GTF2E2	165
SMIM18	0
GSR	15
UBXN8	6
PPP2CB	4
TEX15	0
PURG	36
WRN	2
NRG1	1
NRG1-IT1	0
NRG1-IT3	0
FUT10	415
MAK16	12
TTI2	0
SNORD13	0
RNF122	5
DUSP26	0
LINC01288	0
UNC5D	0
LOC101929550	0
KCNU1	0
LINC01605	0
ZNF703	53
LOC101929622	0
LOC102723701	0
ERLIN2	6
LOC728024	322
PLPBP	12
ADGRA2	35
BRF2	2
RAB11FIP1	4501
GOT1L1	0
ADRB3	0
EIF4EBP1	556
ASH2L	184
STAR	1
LSM1	81
BAG4	20
DDHD2	11
PLPP5	6
NSD3	22
LETM2	3
FGFR1	6
LINC03042	0
RNF5P1	1239
TACC1	76
PLEKHA2	313
HTRA4	3
TM2D2	3
ADAM9	1114
ADAM32	5
ADAM5	0
ADAM3A	0
LOC100130964	0
ADAM18	0
ADAM2	0
IDO1	13
IDO2	1
TCIM	41553
ZMAT4	0
SFRP1	75
MIR548AO	0
GOLGA7	7
GINS4	0
GPAT4-AS1	0
GPAT4	138
NKX6-3	0
ANK1	0
MIR486-1	0
MIR486-2	0
KAT6A	38
AP3M2	189
PLAT	1223
IKBKB-DT	0
IKBKB	729
POLB	0
DKK4	0
VDAC3	11
SLC20A2	10
SMIM19	9
CHRNB3	0
CHRNA6	2
THAP1	273
RNF170	7
MIR4469	0
HOOK3	1101
FNTA	22
POMK	189
HGSNAT	6
POTEA	0
NA	0
LINC00293	0
LOC105375816	0
LOC105375817	0
LOC100287846	0
SPIDR	260
CEBPD	960
PRKDC	1055
MCM4	5
UBE2V2	957
LOC101929268	0
LINC03054	0
CLXN	1
SNAI2	13
PPDPFL	0
SNTG1	0
